Y,DATETIME,TOTAL_DL
2017,2017/5/19,93685269.47
2017,2017/5/20,93823191.39
2017,2017/5/21,93968831.01
2017,2017/5/22,91013001.29
2017,2017/5/23,94370907.09
2017,2017/5/24,94333042.45
2017,2017/5/25,93224777.59
2017,2017/5/26,93542836.7
2017,2017/5/27,94051353.53
2017,2017/5/28,94382613.1
2017,2017/5/29,92388133.61
2017,2017/5/30,89070548.62
2017,2017/5/31,75219306.27
2017,2017/6/1,88043517.35
2017,2017/6/2,92126853.84
2017,2017/6/3,93619845.07
2017,2017/6/4,93150596.14
2017,2017/6/5,89028468.51
2017,2017/6/6,89832262.39
2017,2017/6/7,92225018.76
2017,2017/6/8,94051689.1
2017,2017/6/9,96105198.04
2017,2017/6/10,95789929.86
2017,2017/6/11,95697752.11
2017,2017/6/12,90693741.07
2017,2017/6/13,91312575.52
2017,2017/6/14,92292573.34
2017,2017/6/15,92240460.98
2017,2017/6/16,92969957.97
2017,2017/6/17,93283797.43
2017,2017/6/18,93072654.92
2017,2017/6/19,90474075.67
2017,2017/6/20,94159446.74
2017,2017/6/21,95208503.43
2017,2017/6/22,95327093.7
2017,2017/6/23,95683436.37
2017,2017/6/24,96970955.06
2017,2017/6/25,94864242.01
2017,2017/6/26,90217901.18
2017,2017/6/27,93263668.32
2017,2017/6/28,94262608.66
2017,2017/6/29,94088151.26
2017,2017/6/30,94323017.79
2017,2017/7/1,94125394.14
2017,2017/7/2,93056840.55
2017,2017/7/3,92058502.2
2017,2017/7/4,97667521.88
2017,2017/7/5,98640747.1
2017,2017/7/6,99622312.04
2017,2017/7/7,100134669.6
2017,2017/7/8,101407221.8
2017,2017/7/9,100625788.4
2017,2017/7/10,95940395.92
2017,2017/7/11,99661520.96
2017,2017/7/12,101127638
2017,2017/7/13,102994308.6
2017,2017/7/14,103374990.6
2017,2017/7/15,103545307
2017,2017/7/16,101260947.2
2017,2017/7/17,95904970.22
2017,2017/7/18,101711825.9
2017,2017/7/19,103268622.2
2017,2017/7/20,103130415.6
2017,2017/7/21,103291597.8
2017,2017/7/22,103824252.6
2017,2017/7/23,101776563.9
2017,2017/7/24,95526997.9
2017,2017/7/25,101579589
2017,2017/7/26,103265547.4
2017,2017/7/27,103571613.7
2017,2017/7/28,103450833.8
2017,2017/7/29,102685867.5
2017,2017/7/30,99948514.91
2017,2017/7/31,93700326.05
2017,2017/8/1,99091201.62
2017,2017/8/2,98481330.66
2017,2017/8/3,100440425.4
2017,2017/8/4,101512032.3
2017,2017/8/5,102126899.4
2017,2017/8/6,99525670.48
2017,2017/8/7,94796736.41
2017,2017/8/8,101358051.7
2017,2017/8/9,102093813.8
2017,2017/8/10,100653276.4
2017,2017/8/11,100381884.8
2017,2017/8/12,101321517.8
2017,2017/8/13,98185663.62
2017,2017/8/14,94124573.2
2017,2017/8/15,98775168.08
2017,2017/8/16,99188784.81
2017,2017/8/17,98862652.09
2017,2017/8/18,97593746.53
2017,2017/8/19,96221063.54
2017,2017/8/20,96819329.9
2017,2017/8/21,91107430.43
2017,2017/8/22,94364331.07
2017,2017/8/23,93991678.35
2017,2017/8/24,93966038.43
2017,2017/8/25,93185716.21
2017,2017/8/26,93316664.96
2017,2017/8/27,88391824.17
2017,2017/8/28,84891631.55
2017,2017/8/29,88896096.82
2017,2017/8/30,88265970.89
2017,2017/8/31,85784497.81
2017,2017/9/1,82767200.44
2017,2017/9/2,85062925.48
2017,2017/9/3,86680673.39
2017,2017/9/4,85267348.21
2017,2017/9/5,90647833.97
2017,2017/9/6,94968874.41
2017,2017/9/7,96194162.03
2017,2017/9/8,92668068.88
2017,2017/9/9,92125342.64
2017,2017/9/10,91619091.54
2017,2017/9/11,89739344.73
2017,2017/9/12,93060457.81
2017,2017/9/13,91236843.63
2017,2017/9/14,94794690.74
2017,2017/9/15,94573953.14
2017,2017/9/16,93759373.87
2017,2017/9/17,93387513.38
2017,2017/9/18,91008784.41
2017,2017/9/19,95689612.33
2017,2017/9/20,98369826.4
2017,2017/9/21,97496133
2017,2017/9/22,96387733.38
2017,2017/9/23,97552141.76
2017,2017/9/24,96335454.91
2017,2017/9/25,94979951.64
2017,2017/9/26,100053285.7
2017,2017/9/27,105001810.5
2017,2017/9/28,102567624.2
2017,2017/9/29,96787558.74
2017,2017/9/30,95295080.52
2017,2017/10/1,93740666.98
2017,2017/10/2,77296197.41
2017,2017/10/3,77849551.75
2017,2017/10/4,79296007.16
2017,2017/10/5,73435217.23
2017,2017/10/6,83468675.59
2017,2017/10/7,90770418.29
2017,2017/10/8,93262287.94
2017,2017/10/9,93501824.35
2017,2017/10/10,96615331.66
2017,2017/10/11,99024864.81
2017,2017/10/12,96399847.46
2017,2017/10/13,95572978.77
2017,2017/10/14,95623475.32
2017,2017/10/15,95157549.96
2017,2017/10/16,91649309.78
2017,2017/10/17,94418586.55
2017,2017/10/18,96862621.1
2017,2017/10/19,95673002.53
2017,2017/10/20,95759796.5
2017,2017/10/21,95752069.53
2017,2017/10/22,95125149.43
2017,2017/10/23,91859170.98
2017,2017/10/24,94919530.99
2017,2017/10/25,95701560.96
2017,2017/10/26,96154822.95
2017,2017/10/27,95747683.37
2017,2017/10/28,95918795.01
2017,2017/10/29,94131638.54
2017,2017/10/30,91838010.69
2017,2017/10/31,94021778.03
2017,2017/11/1,94214633.06
2017,2017/11/2,93710649.12
2017,2017/11/3,94780686.28
2017,2017/11/4,95697479.48
2017,2017/11/5,95140984.04
2017,2017/11/6,92356712.37
2017,2017/11/7,95859389.03
2017,2017/11/8,96262335.72
2017,2017/11/9,95779889.59
2017,2017/11/10,95758720.01
2017,2017/11/11,95896086.98
2017,2017/11/12,94720723.27
2017,2017/11/13,91887154.93
2017,2017/11/14,94290592.96
2017,2017/11/15,95252383.89
2017,2017/11/16,94941862.55
2017,2017/11/17,94810322.12
2017,2017/11/18,95123354.57
2017,2017/11/19,95031494.82
2017,2017/11/20,92384618.51
2017,2017/11/21,96093554.66
2017,2017/11/22,97266703.83
2017,2017/11/23,96965891.31
2017,2017/11/24,95718788.73
2017,2017/11/25,96203897.58
2017,2017/11/26,95117926.61
2017,2017/11/27,91136794.43
2017,2017/11/28,94135374.97
2017,2017/11/29,93879485.49
2017,2017/11/30,94474749.1
2017,2017/12/1,95265402.56
2017,2017/12/2,95515361.51
2017,2017/12/3,93837691.05
2017,2017/12/4,89648359.14
2017,2017/12/5,94906656.29
2017,2017/12/6,96467573.31
2017,2017/12/7,97104280.86
2017,2017/12/8,97442409.49
2017,2017/12/9,98495963.44
2017,2017/12/10,97226800.88
2017,2017/12/11,92220835.48
2017,2017/12/12,95914831.4
2017,2017/12/13,96227973.59
2017,2017/12/14,96595387.56
2017,2017/12/15,99573673.51
2017,2017/12/16,97271839.94
2017,2017/12/17,97124110.44
2017,2017/12/18,93913751.9
2017,2017/12/19,97493665.53
2017,2017/12/20,99277504.22
2017,2017/12/21,99407824.3
2017,2017/12/22,99222611.6
2017,2017/12/23,98151663.71
2017,2017/12/24,96314969.73
2017,2017/12/25,92477641.78
2017,2017/12/26,97137582.47
2017,2017/12/27,97876899.28
2017,2017/12/28,97973071.02
2017,2017/12/29,97210726.02
2017,2017/12/30,96199608.61
2017,2017/12/31,85922842.41
2018,2018/1/1,83435884.78
2018,2018/1/2,75242653.53
2018,2018/1/3,84349500.75
2018,2018/1/4,88862663.05
2018,2018/1/5,90680546.45
2018,2018/1/6,92318005.32
2018,2018/1/7,91145620.8
2018,2018/1/8,87776302.5
2018,2018/1/9,93079700.59
2018,2018/1/10,92940537.16
2018,2018/1/11,93457538.91
2018,2018/1/12,93905316.93
2018,2018/1/13,95045270.23
2018,2018/1/14,93475694.05
2018,2018/1/15,81515752.85
2018,2018/1/16,83887033.44
2018,2018/1/17,94429081.35
2018,2018/1/18,95330442.76
2018,2018/1/19,95991954.95
2018,2018/1/20,95417155.47
2018,2018/1/21,93729669.37
2018,2018/1/22,90746546.7
2018,2018/1/23,93354690.73
2018,2018/1/24,95236453.75
2018,2018/1/25,96689593.42
2018,2018/1/26,96460659.08
2018,2018/1/27,94641429.93
2018,2018/1/28,91825389.81
2018,2018/1/29,86833550.29
2018,2018/1/30,90006963.79
2018,2018/1/31,88302759.65
2018,2018/2/1,85999467.74
2018,2018/2/2,80488317.83
2018,2018/2/3,76819088.69
2018,2018/2/4,71172804.85
2018,2018/2/5,63539592.28
2018,2018/2/6,59636975.78
2018,2018/2/7,54072679.95
2018,2018/2/8,48527820.76
2018,2018/2/9,44126833.76
2018,2018/2/10,40594885.97
2018,2018/2/11,35617169.35
2018,2018/2/12,32593746.27
2018,2018/2/13,29712629.88
2018,2018/2/14,26965554.46
2018,2018/2/15,22641624.08
2018,2018/2/16,20578510.04
2018,2018/2/17,20081169.02
2018,2018/2/18,20700581.45
2018,2018/2/19,20719859.51
2018,2018/2/20,21694266.03
2018,2018/2/21,22876790.44
2018,2018/2/22,24240089.99
2018,2018/2/23,26869153.26
2018,2018/2/24,30833739
2018,2018/2/25,34842927.07
2018,2018/2/26,38134756.21
2018,2018/2/27,44651378.67
2018,2018/2/28,48552422.41
2018,2018/3/1,52716525.37
2018,2018/3/2,57368826.56
2018,2018/3/3,62338709.52
2018,2018/3/4,64890266.65
2018,2018/3/5,66407148.81
2018,2018/3/6,73781009.24
2018,2018/3/7,77951315.05
2018,2018/3/8,81393537.9
2018,2018/3/9,83882465.52
2018,2018/3/10,85418779.26
2018,2018/3/11,85474964.5
2018,2018/3/12,83289606.28
2018,2018/3/13,86671255.28
2018,2018/3/14,87193112.1
2018,2018/3/15,87931487.25
2018,2018/3/16,88546989.32
2018,2018/3/17,91312577.48
2018,2018/3/18,90605973.23
2018,2018/3/19,88278300.52
2018,2018/3/20,92620049.36
2018,2018/3/21,94787397.38
2018,2018/3/22,95858439.94
2018,2018/3/23,94655338.07
2018,2018/3/24,93554355.27
2018,2018/3/25,92342704.6
2018,2018/3/26,89845152.52
2018,2018/3/27,92848022.22
2018,2018/3/28,92599270.85
2018,2018/3/29,92575331.27
2018,2018/3/30,92680397.4
2018,2018/3/31,92788653.19
2018,2018/4/1,90647116.18
2018,2018/4/2,87975290.11
2018,2018/4/3,92508007.39
2018,2018/4/4,93582205.21
2018,2018/4/5,92253436.14
2018,2018/4/6,83981357.63
2018,2018/4/7,89394851.5
2018,2018/4/8,92336358
2018,2018/4/9,92700162.24
2018,2018/4/10,93458717.28
2018,2018/4/11,93554274.61
2018,2018/4/12,94288158.78
2018,2018/4/13,94815200.39
2018,2018/4/14,95011710.42
2018,2018/4/15,94352688.45
2018,2018/4/16,91221087.33
2018,2018/4/17,94263768.78
2018,2018/4/18,96729562.15
2018,2018/4/19,96463404.53
2018,2018/4/20,97034433.33
2018,2018/4/21,97154864.9
2018,2018/4/22,96639738.34
2018,2018/4/23,94310782.64
2018,2018/4/24,96527299.03
2018,2018/4/25,96968065.89
2018,2018/4/26,96888600.65
2018,2018/4/27,97034120.77
2018,2018/4/28,97197807.87
2018,2018/4/29,97081312.52
2018,2018/4/30,95273331.98
2018,2018/5/1,90154298.07
2018,2018/5/2,84688793.39
2018,2018/5/3,89338356.31
2018,2018/5/4,94992390.41
2018,2018/5/5,96875686.54
2018,2018/5/6,95899478.39
2018,2018/5/7,94989980.47
2018,2018/5/8,97459813.86
2018,2018/5/9,97054113.59
2018,2018/5/10,97649627.1
2018,2018/5/11,96905645.92
2018,2018/5/12,97140877.45
2018,2018/5/13,98141278.55
2018,2018/5/14,95170703.25
2018,2018/5/15,100887688.2
2018,2018/5/16,105417390.2
2018,2018/5/17,106975790.1
2018,2018/5/18,108184100.3
2018,2018/5/19,108036504.8
2018,2018/5/20,102216143.6
2018,2018/5/21,96970940.17
2018,2018/5/22,99051715.1
2018,2018/5/23,101216980.2
2018,2018/5/24,99280262.49
2018,2018/5/25,100195398
2018,2018/5/26,102266521.4
2018,2018/5/27,99635208.09
2018,2018/5/28,96060073.5
2018,2018/5/29,99894943.52
2018,2018/5/30,100149730.1
2018,2018/5/31,100091205.6
2018,2018/6/1,96299034.57
2018,2018/6/2,96136765.05
2018,2018/6/3,95465605.11
2018,2018/6/4,93431441.69
2018,2018/6/5,97528122.69
2018,2018/6/6,97745085.43
2018,2018/6/7,99377793.1
2018,2018/6/8,101185970.9
2018,2018/6/9,101280217.7
2018,2018/6/10,99653456.14
2018,2018/6/11,93946550.21
2018,2018/6/12,97954530.37
2018,2018/6/13,100216064
2018,2018/6/14,101517677.1
2018,2018/6/15,102056897.6
2018,2018/6/16,102439447.4
2018,2018/6/17,99241043.07
2018,2018/6/18,94034782.25
2018,2018/6/19,80009805.29
2018,2018/6/20,96643912.07
2018,2018/6/21,99412992.56
2018,2018/6/22,99351006.69
2018,2018/6/23,98351999.07
2018,2018/6/24,96072817.98
2018,2018/6/25,95648202.47
2018,2018/6/26,103271582.4
2018,2018/6/27,105455552.9
2018,2018/6/28,106286407.8
2018,2018/6/29,105431147
2018,2018/6/30,103301125.3
2018,2018/7/1,99014417.42
2018,2018/7/2,93633888.99
2018,2018/7/3,100918717.6
2018,2018/7/4,101672110.9
2018,2018/7/5,102628302.8
2018,2018/7/6,102430050.9
2018,2018/7/7,102255523.6
2018,2018/7/8,101458853.9
2018,2018/7/9,98526403.55
2018,2018/7/10,104058066.9
2018,2018/7/11,104337681.4
2018,2018/7/12,102741753.9
2018,2018/7/13,103898064.9
2018,2018/7/14,104545480.6
2018,2018/7/15,102551780
2018,2018/7/16,97049596.17
2018,2018/7/17,102286927.5
2018,2018/7/18,104112231
2018,2018/7/19,103156387.2
2018,2018/7/20,102864916
2018,2018/7/21,103076303.4
2018,2018/7/22,101111494.3
2018,2018/7/23,93701053.41
2018,2018/7/24,100768314.9
2018,2018/7/25,102184190.9
2018,2018/7/26,103691578.2
2018,2018/7/27,102908478
2018,2018/7/28,102617916.2
2018,2018/7/29,101675402
2018,2018/7/30,97446128.32
2018,2018/7/31,101988301.5
2018,2018/8/1,101656523.1
2018,2018/8/2,101873070
2018,2018/8/3,104663409.2
2018,2018/8/4,103037931.9
2018,2018/8/5,100057740.1
2018,2018/8/6,96742206.94
2018,2018/8/7,102522559.8
2018,2018/8/8,104061950.4
2018,2018/8/9,104340852.6
2018,2018/8/10,104147104.3
2018,2018/8/11,103769051.4
2018,2018/8/12,101759296.1
2018,2018/8/13,94977914.11
2018,2018/8/14,101025646.3
2018,2018/8/15,103475778.6
2018,2018/8/16,103174292.8
2018,2018/8/17,101407939.8
2018,2018/8/18,99651300.98
2018,2018/8/19,99735860.85
2018,2018/8/20,95495456.82
2018,2018/8/21,101613918.6
2018,2018/8/22,0
2018,2018/8/23,0
